"ITTER107","Territorio","TIPO_DATO_FOL","Tipo dato","SEXISTAT1","Sesso","ETA1","Classe di età","TITOLO_STUDIO","Titolo di studio","CITTADINANZA","Cittadinanza","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITF4","Puglia","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2020-Q3","T3-2020",46.512305,,
"ITF4","Puglia","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2020-Q4","T4-2020",45.423549,,
"ITF4","Puglia","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2021","2021",46.667995,,
"ITF4","Puglia","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2022","2022",49.409274,,
"ITF4","Puglia","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2021-Q1","T1-2021",42.836462,,
"ITF4","Puglia","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2021-Q2","T2-2021",47.855529,,
"ITF4","Puglia","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2021-Q3","T3-2021",48.243273,,
"ITF4","Puglia","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2021-Q4","T4-2021",47.754059,,
"ITF4","Puglia","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2022-Q1","T1-2022",47.760167,,
"ITF4","Puglia","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2022-Q2","T2-2022",49.572063,,
"ITF4","Puglia","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2022-Q3","T3-2022",49.590824,,
"ITF4","Puglia","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2022-Q4","T4-2022",50.719319,,
"ITF4","Puglia","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2023-Q1","T1-2023",49.83613,,
"ITF2","Molise","EMP_R","tasso di occupazione","1","maschi","Y18-29","18-29 anni","99","totale","TOTAL","totale","2018","2018",30.821578,,
"ITF2","Molise","EMP_R","tasso di occupazione","1","maschi","Y18-29","18-29 anni","99","totale","TOTAL","totale","2019","2019",35.680679,,
"ITF2","Molise","EMP_R","tasso di occupazione","1","maschi","Y18-29","18-29 anni","99","totale","TOTAL","totale","2020","2020",36.025341,,
"ITF2","Molise","EMP_R","tasso di occupazione","1","maschi","Y18-29","18-29 anni","99","totale","TOTAL","totale","2021","2021",38.013569,,
"ITF2","Molise","EMP_R","tasso di occupazione","1","maschi","Y18-29","18-29 anni","99","totale","TOTAL","totale","2022","2022",33.910189,,
"ITG2","Sardegna","EMP_R","tasso di occupazione","1","maschi","Y18-29","18-29 anni","99","totale","TOTAL","totale","2018","2018",32.588405,,
"ITG2","Sardegna","EMP_R","tasso di occupazione","1","maschi","Y18-29","18-29 anni","99","totale","TOTAL","totale","2019","2019",35.884452,,
"ITG2","Sardegna","EMP_R","tasso di occupazione","1","maschi","Y18-29","18-29 anni","99","totale","TOTAL","totale","2020","2020",34.324798,,
"ITG2","Sardegna","EMP_R","tasso di occupazione","1","maschi","Y18-29","18-29 anni","99","totale","TOTAL","totale","2021","2021",36.350381,,
"ITG2","Sardegna","EMP_R","tasso di occupazione","1","maschi","Y18-29","18-29 anni","99","totale","TOTAL","totale","2022","2022",37.44431,,
"ITD2","Provincia Autonoma Trento","EMP_R","tasso di occupazione","9","totale","Y15-29","15-29 anni","99","totale","TOTAL","totale","2018","2018",41.340682,,
"ITD2","Provincia Autonoma Trento","EMP_R","tasso di occupazione","9","totale","Y15-29","15-29 anni","99","totale","TOTAL","totale","2019","2019",41.892245,,
"ITD2","Provincia Autonoma Trento","EMP_R","tasso di occupazione","9","totale","Y15-29","15-29 anni","99","totale","TOTAL","totale","2020","2020",39.945121,,
"ITD2","Provincia Autonoma Trento","EMP_R","tasso di occupazione","9","totale","Y15-29","15-29 anni","99","totale","TOTAL","totale","2021","2021",40.398398,,
"ITD2","Provincia Autonoma Trento","EMP_R","tasso di occupazione","9","totale","Y15-29","15-29 anni","99","totale","TOTAL","totale","2022","2022",44.965115,,
"ITG2","Sardegna","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2018","2018",44.842464,,
"ITG2","Sardegna","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2018-Q2","T2-2018",46.321167,,
"ITG2","Sardegna","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2018-Q1","T1-2018",39.625561,,
"ITG2","Sardegna","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2018-Q4","T4-2018",44.464859,,
"ITG2","Sardegna","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2018-Q3","T3-2018",48.983114,,
"ITG2","Sardegna","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2019","2019",47.278299,,
"ITG2","Sardegna","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2019-Q1","T1-2019",44.489212,,
"ITG2","Sardegna","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2019-Q2","T2-2019",46.948634,,
"ITG2","Sardegna","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2019-Q4","T4-2019",47.674127,,
"ITG2","Sardegna","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2019-Q3","T3-2019",50.022346,,
"ITG2","Sardegna","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2020","2020",45.121747,,
"ITG2","Sardegna","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2020-Q2","T2-2020",43.657553,,
"ITG2","Sardegna","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2020-Q1","T1-2020",48.344273,,
"ITG2","Sardegna","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2020-Q3","T3-2020",45.411597,,
"ITG2","Sardegna","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2020-Q4","T4-2020",43.049837,,
"ITG2","Sardegna","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2021","2021",46.342375,,
"ITG2","Sardegna","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2022","2022",46.675006,,
"ITG2","Sardegna","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2021-Q1","T1-2021",42.71723,,
"ITG2","Sardegna","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2021-Q2","T2-2021",47.504787,,
"ITG2","Sardegna","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2021-Q3","T3-2021",48.119262,,
"ITG2","Sardegna","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2021-Q4","T4-2021",47.055651,,
"ITG2","Sardegna","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2022-Q1","T1-2022",44.914586,,
"ITG2","Sardegna","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2022-Q2","T2-2022",46.860428,,
"ITG2","Sardegna","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2022-Q3","T3-2022",47.840111,,
"ITG2","Sardegna","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2022-Q4","T4-2022",47.095814,,
"ITG2","Sardegna","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2023-Q1","T1-2023",49.209986,,
"ITF6","Calabria","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2018","2018",42.085338,,
"ITF6","Calabria","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2018-Q2","T2-2018",41.976528,,
"ITF6","Calabria","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2018-Q1","T1-2018",39.547056,,
"ITF6","Calabria","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2018-Q4","T4-2018",42.362457,,
"ITF6","Calabria","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2018-Q3","T3-2018",44.468609,,
"ITF6","Calabria","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2019","2019",41.903275,,
"ITF6","Calabria","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2019-Q1","T1-2019",38.185878,,
"ITF6","Calabria","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2019-Q2","T2-2019",41.8689,,
"ITF6","Calabria","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2019-Q4","T4-2019",43.943907,,
"ITF6","Calabria","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2019-Q3","T3-2019",43.648966,,
"ITF6","Calabria","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2020","2020",40.779305,,
"ITF6","Calabria","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2020-Q2","T2-2020",39.593857,,
"ITF6","Calabria","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2020-Q1","T1-2020",38.744397,,
"ITF6","Calabria","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2020-Q3","T3-2020",41.034401,,
"ITF6","Calabria","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2020-Q4","T4-2020",43.77356,,
"ITF6","Calabria","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2021","2021",42.041487,,
"ITF6","Calabria","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2022","2022",43.467017,,
"ITF6","Calabria","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2021-Q1","T1-2021",41.220922,,
"ITF6","Calabria","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2021-Q2","T2-2021",41.216083,,
"ITF6","Calabria","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2021-Q3","T3-2021",44.355714,,
"ITF6","Calabria","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2021-Q4","T4-2021",41.365778,,
"ITF6","Calabria","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2022-Q1","T1-2022",42.130084,,
"ITF6","Calabria","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2022-Q2","T2-2022",43.873223,,
"ITF6","Calabria","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2022-Q3","T3-2022",44.183746,,
"ITF6","Calabria","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2022-Q4","T4-2022",43.689957,,
"ITF6","Calabria","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2023-Q1","T1-2023",42.772922,,
"ITG2","Sardegna","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","11","laurea e post-laurea","TOTAL","totale","2018","2018",77.825302,,
"ITG2","Sardegna","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","11","laurea e post-laurea","TOTAL","totale","2019","2019",75.202737,,
"ITG2","Sardegna","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","11","laurea e post-laurea","TOTAL","totale","2020","2020",80.349648,,
"ITG2","Sardegna","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","11","laurea e post-laurea","TOTAL","totale","2021","2021",80.263547,,
"ITG2","Sardegna","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","11","laurea e post-laurea","TOTAL","totale","2022","2022",79.755612,,
"ITF2","Molise","EMP_R","tasso di occupazione","9","totale","Y35-44","35-44 anni","99","totale","TOTAL","totale","2018","2018",68.648567,,
"ITF2","Molise","EMP_R","tasso di occupazione","9","totale","Y35-44","35-44 anni","99","totale","TOTAL","totale","2019","2019",70.734037,,
"ITF2","Molise","EMP_R","tasso di occupazione","9","totale","Y35-44","35-44 anni","99","totale","TOTAL","totale","2020","2020",66.358684,,
"ITF2","Molise","EMP_R","tasso di occupazione","9","totale","Y35-44","35-44 anni","99","totale","TOTAL","totale","2021","2021",67.352933,,
"ITF2","Molise","EMP_R","tasso di occupazione","9","totale","Y35-44","35-44 anni","99","totale","TOTAL","totale","2022","2022",72.012452,,
"ITF2","Molise","EMP_R","tasso di occupazione","9","totale","Y20-64","20-64 anni","99","totale","TOTAL","totale","2018","2018",57.330137,,
"ITF2","Molise","EMP_R","tasso di occupazione","9","totale","Y20-64","20-64 anni","99","totale","TOTAL","totale","2018-Q2","T2-2018",57.870873,,
"ITF2","Molise","EMP_R","tasso di occupazione","9","totale","Y20-64","20-64 anni","99","totale","TOTAL","totale","2018-Q1","T1-2018",55.325564,,
"ITF2","Molise","EMP_R","tasso di occupazione","9","totale","Y20-64","20-64 anni","99","totale","TOTAL","totale","2018-Q4","T4-2018",58.463507,,
"ITF2","Molise","EMP_R","tasso di occupazione","9","totale","Y20-64","20-64 anni","99","totale","TOTAL","totale","2018-Q3","T3-2018",57.684049,,
"ITF2","Molise","EMP_R","tasso di occupazione","9","totale","Y20-64","20-64 anni","99","totale","TOTAL","totale","2019","2019",58.707668,,
"ITF2","Molise","EMP_R","tasso di occupazione","9","totale","Y20-64","20-64 anni","99","totale","TOTAL","totale","2019-Q1","T1-2019",56.853143,,
"ITF2","Molise","EMP_R","tasso di occupazione","9","totale","Y20-64","20-64 anni","99","totale","TOTAL","totale","2019-Q2","T2-2019",58.299672,,
"ITF2","Molise","EMP_R","tasso di occupazione","9","totale","Y20-64","20-64 anni","99","totale","TOTAL","totale","2019-Q4","T4-2019",61.133923,,
"ITF2","Molise","EMP_R","tasso di occupazione","9","totale","Y20-64","20-64 anni","99","totale","TOTAL","totale","2019-Q3","T3-2019",58.571605,,
"ITF2","Molise","EMP_R","tasso di occupazione","9","totale","Y20-64","20-64 anni","99","totale","TOTAL","totale","2020","2020",56.816523,,
"ITF2","Molise","EMP_R","tasso di occupazione","9","totale","Y20-64","20-64 anni","99","totale","TOTAL","totale","2020-Q2","T2-2020",56.242057,,
"ITF2","Molise","EMP_R","tasso di occupazione","9","totale","Y20-64","20-64 anni","99","totale","TOTAL","totale","2020-Q1","T1-2020",58.402468,,
"ITF2","Molise","EMP_R","tasso di occupazione","9","totale","Y20-64","20-64 anni","99","totale","TOTAL","totale","2020-Q3","T3-2020",56.608566,,
"ITF2","Molise","EMP_R","tasso di occupazione","9","totale","Y20-64","20-64 anni","99","totale","TOTAL","totale","2020-Q4","T4-2020",56.000894,,
"ITF2","Molise","EMP_R","tasso di occupazione","9","totale","Y20-64","20-64 anni","99","totale","TOTAL","totale","2021","2021",55.944806,,
"ITF2","Molise","EMP_R","tasso di occupazione","9","totale","Y20-64","20-64 anni","99","totale","TOTAL","totale","2022","2022",58.803487,,
"ITF2","Molise","EMP_R","tasso di occupazione","9","totale","Y20-64","20-64 anni","99","totale","TOTAL","totale","2021-Q1","T1-2021",55.326093,,
"ITF2","Molise","EMP_R","tasso di occupazione","9","totale","Y20-64","20-64 anni","99","totale","TOTAL","totale","2021-Q2","T2-2021",56.57536,,
"ITF2","Molise","EMP_R","tasso di occupazione","9","totale","Y20-64","20-64 anni","99","totale","TOTAL","totale","2021-Q3","T3-2021",54.988748,,
"ITF2","Molise","EMP_R","tasso di occupazione","9","totale","Y20-64","20-64 anni","99","totale","TOTAL","totale","2021-Q4","T4-2021",56.90688,,
"ITF2","Molise","EMP_R","tasso di occupazione","9","totale","Y20-64","20-64 anni","99","totale","TOTAL","totale","2022-Q1","T1-2022",59.142887,,
"ITF2","Molise","EMP_R","tasso di occupazione","9","totale","Y20-64","20-64 anni","99","totale","TOTAL","totale","2022-Q2","T2-2022",57.918252,,
"ITF2","Molise","EMP_R","tasso di occupazione","9","totale","Y20-64","20-64 anni","99","totale","TOTAL","totale","2022-Q3","T3-2022",59.367064,,
"ITF2","Molise","EMP_R","tasso di occupazione","9","totale","Y20-64","20-64 anni","99","totale","TOTAL","totale","2022-Q4","T4-2022",58.786732,,
"ITF2","Molise","EMP_R","tasso di occupazione","9","totale","Y20-64","20-64 anni","99","totale","TOTAL","totale","2023-Q1","T1-2023",60.642396,,
"ITF6","Calabria","EMP_R","tasso di occupazione","2","femmine","Y45-54","45-54 anni","99","totale","TOTAL","totale","2018","2018",38.195955,,
"ITF6","Calabria","EMP_R","tasso di occupazione","2","femmine","Y45-54","45-54 anni","99","totale","TOTAL","totale","2019","2019",38.400049,,
"ITF6","Calabria","EMP_R","tasso di occupazione","2","femmine","Y45-54","45-54 anni","99","totale","TOTAL","totale","2020","2020",33.920235,,
"ITF6","Calabria","EMP_R","tasso di occupazione","2","femmine","Y45-54","45-54 anni","99","totale","TOTAL","totale","2021","2021",38.158098,,
"ITF6","Calabria","EMP_R","tasso di occupazione","2","femmine","Y45-54","45-54 anni","99","totale","TOTAL","totale","2022","2022",41.196713,,
"ITE2","Umbria","EMP_R","tasso di occupazione","9","totale","Y18-29","18-29 anni","99","totale","TOTAL","totale","2018","2018",39.389896,,
"ITE2","Umbria","EMP_R","tasso di occupazione","9","totale","Y18-29","18-29 anni","99","totale","TOTAL","totale","2019","2019",42.544773,,
"ITE2","Umbria","EMP_R","tasso di occupazione","9","totale","Y18-29","18-29 anni","99","totale","TOTAL","totale","2020","2020",37.800357,,
"ITE2","Umbria","EMP_R","tasso di occupazione","9","totale","Y18-29","18-29 anni","99","totale","TOTAL","totale","2021","2021",39.224034,,
"ITE2","Umbria","EMP_R","tasso di occupazione","9","totale","Y18-29","18-29 anni","99","totale","TOTAL","totale","2022","2022",44.639985,,
"ITDA","Trentino Alto Adige / Südtirol","EMP_R","tasso di occupazione","1","maschi","Y15-29","15-29 anni","99","totale","TOTAL","totale","2018","2018",50.154869,,
"ITDA","Trentino Alto Adige / Südtirol","EMP_R","tasso di occupazione","1","maschi","Y15-29","15-29 anni","99","totale","TOTAL","totale","2019","2019",52.026317,,
"ITDA","Trentino Alto Adige / Südtirol","EMP_R","tasso di occupazione","1","maschi","Y15-29","15-29 anni","99","totale","TOTAL","totale","2020","2020",51.126746,,
"ITDA","Trentino Alto Adige / Südtirol","EMP_R","tasso di occupazione","1","maschi","Y15-29","15-29 anni","99","totale","TOTAL","totale","2021","2021",50.218005,,
"ITDA","Trentino Alto Adige / Südtirol","EMP_R","tasso di occupazione","1","maschi","Y15-29","15-29 anni","99","totale","TOTAL","totale","2022","2022",53.335111,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","1","maschi","Y15-29","15-29 anni","99","totale","TOTAL","totale","2018","2018",42.320479,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","1","maschi","Y15-29","15-29 anni","99","totale","TOTAL","totale","2019","2019",44.247198,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","1","maschi","Y15-29","15-29 anni","99","totale","TOTAL","totale","2020","2020",38.393753,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","1","maschi","Y15-29","15-29 anni","99","totale","TOTAL","totale","2021","2021",37.790117,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","1","maschi","Y15-29","15-29 anni","99","totale","TOTAL","totale","2022","2022",43.863712,,
"ITD2","Provincia Autonoma Trento","EMP_R","tasso di occupazione","2","femmine","Y15-29","15-29 anni","99","totale","TOTAL","totale","2018","2018",35.987401,,
"ITD2","Provincia Autonoma Trento","EMP_R","tasso di occupazione","2","femmine","Y15-29","15-29 anni","99","totale","TOTAL","totale","2019","2019",36.862993,,
"ITD2","Provincia Autonoma Trento","EMP_R","tasso di occupazione","2","femmine","Y15-29","15-29 anni","99","totale","TOTAL","totale","2020","2020",35.032094,,
"ITD2","Provincia Autonoma Trento","EMP_R","tasso di occupazione","2","femmine","Y15-29","15-29 anni","99","totale","TOTAL","totale","2021","2021",34.478928,,
"ITD2","Provincia Autonoma Trento","EMP_R","tasso di occupazione","2","femmine","Y15-29","15-29 anni","99","totale","TOTAL","totale","2022","2022",38.424636,,
"ITF4","Puglia","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","11","laurea e post-laurea","TOTAL","totale","2018","2018",64.535727,,
"ITF4","Puglia","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","11","laurea e post-laurea","TOTAL","totale","2019","2019",66.807101,,
"ITF4","Puglia","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","11","laurea e post-laurea","TOTAL","totale","2020","2020",63.704765,,
"ITF4","Puglia","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","11","laurea e post-laurea","TOTAL","totale","2021","2021",66.978486,,
"ITF4","Puglia","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","11","laurea e post-laurea","TOTAL","totale","2022","2022",68.664863,,
"ITC3","Liguria","EMP_R","tasso di occupazione","9","totale","Y15-29","15-29 anni","99","totale","TOTAL","totale","2018","2018",31.371444,,
"ITC3","Liguria","EMP_R","tasso di occupazione","9","totale","Y15-29","15-29 anni","99","totale","TOTAL","totale","2019","2019",31.489037,,
"ITC3","Liguria","EMP_R","tasso di occupazione","9","totale","Y15-29","15-29 anni","99","totale","TOTAL","totale","2020","2020",27.859306,,
"ITC3","Liguria","EMP_R","tasso di occupazione","9","totale","Y15-29","15-29 anni","99","totale","TOTAL","totale","2021","2021",32.0977,,
"ITC3","Liguria","EMP_R","tasso di occupazione","9","totale","Y15-29","15-29 anni","99","totale","TOTAL","totale","2022","2022",38.322129,,
"ITF5","Basilicata","EMP_R","tasso di occupazione","2","femmine","Y35-44","35-44 anni","99","totale","TOTAL","totale","2018","2018",43.93773,,
"ITF5","Basilicata","EMP_R","tasso di occupazione","2","femmine","Y35-44","35-44 anni","99","totale","TOTAL","totale","2019","2019",48.307042,,
"ITF5","Basilicata","EMP_R","tasso di occupazione","2","femmine","Y35-44","35-44 anni","99","totale","TOTAL","totale","2020","2020",48.434868,,
"ITF5","Basilicata","EMP_R","tasso di occupazione","2","femmine","Y35-44","35-44 anni","99","totale","TOTAL","totale","2021","2021",50.00301,,
"ITF5","Basilicata","EMP_R","tasso di occupazione","2","femmine","Y35-44","35-44 anni","99","totale","TOTAL","totale","2022","2022",51.827055,,
"ITE3","Marche","EMP_R","tasso di occupazione","9","totale","Y15-29","15-29 anni","99","totale","TOTAL","totale","2018","2018",35.025137,,
"ITE3","Marche","EMP_R","tasso di occupazione","9","totale","Y15-29","15-29 anni","99","totale","TOTAL","totale","2019","2019",34.021759,,
"ITE3","Marche","EMP_R","tasso di occupazione","9","totale","Y15-29","15-29 anni","99","totale","TOTAL","totale","2020","2020",32.389402,,
"ITE3","Marche","EMP_R","tasso di occupazione","9","totale","Y15-29","15-29 anni","99","totale","TOTAL","totale","2021","2021",35.257205,,
"ITE3","Marche","EMP_R","tasso di occupazione","9","totale","Y15-29","15-29 anni","99","totale","TOTAL","totale","2022","2022",37.289857,,
"ITG1","Sicilia","EMP_R","tasso di occupazione","2","femmine","Y45-54","45-54 anni","99","totale","TOTAL","totale","2018","2018",37.923333,,
"ITG1","Sicilia","EMP_R","tasso di occupazione","2","femmine","Y45-54","45-54 anni","99","totale","TOTAL","totale","2019","2019",39.90976,,
"ITG1","Sicilia","EMP_R","tasso di occupazione","2","femmine","Y45-54","45-54 anni","99","totale","TOTAL","totale","2020","2020",37.507512,,
"ITG1","Sicilia","EMP_R","tasso di occupazione","2","femmine","Y45-54","45-54 anni","99","totale","TOTAL","totale","2021","2021",38.163352,,
"ITG1","Sicilia","EMP_R","tasso di occupazione","2","femmine","Y45-54","45-54 anni","99","totale","TOTAL","totale","2022","2022",38.576595,,
"ITDA","Trentino Alto Adige / Südtirol","EMP_R","tasso di occupazione","2","femmine","Y18-29","18-29 anni","99","totale","TOTAL","totale","2018","2018",51.196236,,
"ITDA","Trentino Alto Adige / Südtirol","EMP_R","tasso di occupazione","2","femmine","Y18-29","18-29 anni","99","totale","TOTAL","totale","2019","2019",51.843487,,
"ITDA","Trentino Alto Adige / Südtirol","EMP_R","tasso di occupazione","2","femmine","Y18-29","18-29 anni","99","totale","TOTAL","totale","2020","2020",47.063285,,
"ITDA","Trentino Alto Adige / Südtirol","EMP_R","tasso di occupazione","2","femmine","Y18-29","18-29 anni","99","totale","TOTAL","totale","2021","2021",47.265574,,
"ITDA","Trentino Alto Adige / Südtirol","EMP_R","tasso di occupazione","2","femmine","Y18-29","18-29 anni","99","totale","TOTAL","totale","2022","2022",52.712024,,
"ITE1","Toscana","EMP_R","tasso di occupazione","1","maschi","Y15-29","15-29 anni","99","totale","TOTAL","totale","2018","2018",36.421473,,
"ITE1","Toscana","EMP_R","tasso di occupazione","1","maschi","Y15-29","15-29 anni","99","totale","TOTAL","totale","2019","2019",38.653618,,
"ITE1","Toscana","EMP_R","tasso di occupazione","1","maschi","Y15-29","15-29 anni","99","totale","TOTAL","totale","2020","2020",37.806528,,
"ITE1","Toscana","EMP_R","tasso di occupazione","1","maschi","Y15-29","15-29 anni","99","totale","TOTAL","totale","2021","2021",38.685862,,
"ITE1","Toscana","EMP_R","tasso di occupazione","1","maschi","Y15-29","15-29 anni","99","totale","TOTAL","totale","2022","2022",43.438164,,
"ITD1","Provincia Autonoma Bolzano / Bozen","EMP_R","tasso di occupazione","9","totale","Y15-29","15-29 anni","99","totale","TOTAL","totale","2018","2018",50.536404,,
"ITD1","Provincia Autonoma Bolzano / Bozen","EMP_R","tasso di occupazione","9","totale","Y15-29","15-29 anni","99","totale","TOTAL","totale","2019","2019",52.664927,,
"ITD1","Provincia Autonoma Bolzano / Bozen","EMP_R","tasso di occupazione","9","totale","Y15-29","15-29 anni","99","totale","TOTAL","totale","2020","2020",50.15609,,
"ITD1","Provincia Autonoma Bolzano / Bozen","EMP_R","tasso di occupazione","9","totale","Y15-29","15-29 anni","99","totale","TOTAL","totale","2021","2021",48.402421,,
